The meat here is horrible and the horchata is nasty taste like dirty sink water. I do not recommend this Filibertos.,,,,
Beautiful Christmas lunch. The hostesses were not pleasant bit the waiters and servers for the brunch were excellent! ! So helpful and quick. The valet people were great too! We ate indoors which was nice but the tables were too close to each other. Food was tasty! They had a nice variety traditional turkey dinner sushi pasta seafood and a fantastic dessert bar!,Service,Ambience,,
Saw they had a better YELP rating than Don Tortaco so I came to check them out. Unfortunately they were closed an hour and half early. Went to Don Tortaco across the street.,,,,
Holy crap. that was good!!!!!!!\nmarshmallow in the bottom of the cone. fantastic. \nbare bones operation but who needs flair for icecream.,,,,
Great food. Good service for lunch on a Saturday. Had the chicken sandwich and it was cooked perfectly. Highly recommend!,Service,,,
"Horrible pizza! I ordered pizza for my staff and when the food finally came we had to go out and get it because the driver didn\'t ""know where we were"" nor did she even attempt to ask us where the closest entrance was. The pizza looked as bad as it tasted. It appeared to have been sitting out for a long time before it was delivered. I will not be ordering from here ever again!",Service,,,
A relaxing place to spend time with friends or family. These fondue places are great in that you can slow down and spend time conversing and really enjoy a meal. Its also bring your own wine or beer.,,Ambience,,
This subway is way better than the one in huntersville and in davidson! It is always clean staff is friendly and I never have any problems with anything. Everyone who works here (for the most part) are friendly. And the product is always fresh. \n\nI find this location worth the extra 10 minute drive over going to the huntersville/davidson subways,Service,Ambience,,
love their drinks and they have good food. the staff is friendly and take out is prepared correctly and quickly. Costco has gift cards that cost less than the face value so you can really get more bang for your buck!,Service,,Value,
So I ordered my eggs sunnyside up and wife orders over medium and we had to switch plates.... my sunnyside up was more done than her over medium. Food was like warm at best. Ordered pancakes and French toast and had to wait on server to ask if everything was ok before we could get syrup..... probably not a repeater.....,Service,,,
Gave it four stars last time. Food and service has gone down hill since then. The specials are absolutely atrocious and old standbys we used to like are lower quality. Skip this place.,Service,,,
Waited 20 minutes for a pizza that looked like it was out of a box. From the clearance bin. At a bottom of the line grocery store. That cost $17 for a large pepperoni. Will never go back,,,Value,
"Very inefficient means of service - an ""assembly line"" type of structure might work a lot better for this place. Instead there are three separate lines for three different types of meat and the lines for asada and al pastor are significantly longer. By the time we sat down with our tacos they were cold (because the line to pay is even longer and there is only one cashier). Not sure if it\'s just this location but my party was disappointed to say the least.",Service,,,
Went here since it was close and it was definitely a good decision. Customer service is excellent and the yelp special was amazing. It was cheesy and had enough meat for a meat lover like myself. The place is very comfortable and more people should definitely go here. No wait time at all.,Service,,Value,
Excellent pork tenderloin served over broken rice. The egg rolls are some of the better ones in town very unique. Definitely coming back to try the pho,,,,
Food is ok. Service was poop. Called in to go order at 11:55am. They said 20 min. Arrived at 12:20pm. Actually received food at 12:57pm. Lunch hour burned waiting. YMMV.,Service,,,
THE. BEST. PIZZA. EVER. I do wish the wings were bigger it seems like they have gotten smaller. ALWAYS my favorite place to go for pizza and wings though.,,,Value,
The Foie Gras starter was the best I have ever had. Absolutely glorious.\n\nI had the lamb as a main and was a bit disappointed. The sauce tasted like a good base sauce with a sprinkle too much curry powder (of all things) which had not had time to properly cook in. \n\nService was excellent. I would go back to give them a second chance for sure.,Service,,Value,
This is the best Thai in the city without a doubt. Just amazing flavors and extremely friendly staff. Definitely order a Thai ice tea.,Service,,,
Had a quick lunch with hubby on good Friday. Service was good we both got lunch combos and food came out fast. The miso soup was piping hot which is nice. I got the sushi and teriyaki combo it came with 2 gyoza salad 2 shrimp tempura 3 California rolls 4 nigiris and teriyaki chicken on rice along with the miso soup. It was very filling for $15.50. A good place in the neighborhood to get sushi.,Service,,Value,
Half the desserts were gone there was no cotton candy for the kids and only got one refill on the drinks.,Service,,Value,
Cold beer and amazing green beans - shiitake mushrooms\nAnd the full French name to boot! Good people watching when you are spending some time in PHX!,,,,
Excellent coffee drinks. I had an espresso and latte both were above average the pastries were good as well.,,,,
My favorite place for Chinese food food is delicious \nLunch is very affordable and dinner meals are very big! Need to try if you are close by,,,Value,
"Its a decent thai food had ordered drunken noodles with chicken it was alright. I am basing my standards off the food I Have tried in Thailand this was verrry ""americanised"" version of thai food.. Overall mehh..",,,,
Staff was excellent.\n\nSushi portions were fairly large.\n\nIt was decent. Restrooms need serious work.,Service,Ambience,Value,
Just moved to the area and have been looking for good Pho and I found it! Very flavorful and fresh. And my picky husband has never tried Vietnamese food and loved the #28. Broken rice and BBQ pork chop. Delicious and affordable! My new favor spot!!,,,Value,
Favorite in Tempe. Much better a little farther from ASU. Love the family that owns it. Good times.,,,,
The tortillas are the best in town. They are think though so you may want to ask for a double wrapped or use a knife and fork. This location certainely is in a sketch area but trust me this does not deter people from coming and at luch time it is packed. My suggestion is to try the oaxaca buriito!,,,,Location
Having traveled extensively including Thailand this is one of the most authentic Thai restaurants we have even been too. there is nothing bad on their menu. Fabulousfood great service cute place. highly recommend!,Service,Ambience,,
Jeremy was great! The steak was good and the ambience was so fun and authentic. Loved the dirty martini... extra dirty lol and the veal was DELISH!!,Service,Ambience,,
The setting is clean and cozy. The food is creative and tasty. We ordered the King Ramen cheese stick and noodle omelette. They are really filled.Just wish the cheese stick could be more juicy and with more meat inside.,,Ambience,,
Amazing food and fantastic service. They go above and beyond to make customers happy. The price is very reasonable and it is such a fun treat for the kids. I love that you can put feta and sun dried tomatoes on the pizza! So yummy. My favorite.,Service,,Value,
Came here with a couple of people and ordered enough for five. We got a neat sashimi platter that came on a lazy susan for maximum reachability. We also had an order of the tempura. It was all very very good and the sashimi was very fresh. The service was great. Will return!,Service,,Value,
Wow amazing sandwiches! Terrific fries too. Friendly and fast. Great for lunch on the go or when time is tight. Or just for take out. Highly recommended.,Service,,Value,
Best Chinese in Cle veland! I have been going here for 15 years! Friendly staff and great food prices and portions!,Service,,Value,
I had the Black and Blue burg the wife had a Bonzai burg. Both very good and flavorful. Server Alex was very attentive. We love the new decor. We will be back.,Service,Ambience,,
A good place for a quick breakfast or lunch. Food is consistent and service is timely\n\nSign up for the rewards club and you will get monthly coupons\n\nKids meals are good and affordable,Service,,Value,
Este es el mejor restaurant de comida mexicana en las vegas tortas ahogadas lonches calientes tacos dorados y tostadas de pata o cueritos como los de ellos no hay. Todo esta delicioso.,,,,
We loved this food. We considered it the best we had had in a long time. Everything was yummy. Spring rolls were killer.,,,,
"12:15 PM (Friday) arrived at the restaurant.\n12:20 placed our order.\n12:35 we had to ask for the complimentary chips. 12:50 Megan our server stopped by the table to see if we ""needed anything"". Uh yes our food please. \n1:10 after witnessing tables that were seated after us get served we asked to have our food boxed to go as we had to return to work. \n1:30 opened the take out boxes of food and found the most bland American-Mexican food we had ever had. \nWill not be returning.",Service,,,
I have taken my wife and kids here on numerous occasions and it is always a good experience. The service is fast and friendly. The portions are generous and tasty. This place is just a old fashion family owned diner.,Service,Ambience,Value,
Drive through Cinnabun. Only reason I came. Split a regular sized one with my two sons. Two stars off for it not being heated. Boo...,Service,,Value,
My all time favorite Pizza. Yes it is a little pricey but trust me you are getting nothing but the freshest ingrediants. My husband I have been going to Romeos ever since it was a small little pizza place across from the gas station and now it has grown. We have tried the other Romeos the one in columbus wadsworth and lodi. It doesnt matter which one you go to its same good pizza. Ubu,,,Value,
Pizza bread sticks and mozzarella cheese sticks were fantastic. The only reason i didnt give it 5 star is because the drinks are priced high $4+.,,,Value,
I really love this place been going here for 20 years. I love their food only gripe is over the Potatoes they put in the ground Beef. Besides that every thing else is Great.,,,,
LOVE Rubios. Food here is always great and salsa is fresh!,,,,
A couple girls from work get takeout from Los Favoritos multiple times a week. I was invited in on one of their lunches one Saturday and have been hooked since. Everyone is always very friendly and the food is always delicious. Keep it up!,Service,,,
All three of our meals were very good. Chicken Salmon and stake. Very satisfied. I would recommend fishers tavern to anyone looking for a nice meal. The staff was friendly and the service was quite satisfactory.,Service,,,
Oh my God! The burger was juicy it was good. The fries were equally as good. I loved it so much!! The guys behind the counter are super helpfull I see myself going back.,Service,,,
No flavors in meat they even managed to screw the baklava. Two stars only for the quantity.,,,Value,
We ate here as we were staying in the Elara which was connected to the miracle mile shops and Planet Hollywood. The service was on point but you could tell they definitely are trained to up-sell drinks and side items. Their food was excellent and this was probably the best burger I have ever had/will have in a while. I definitely recommend this restaurant should you be in Las Vegas!,,,,
I really love the El Mirage location of Rio Mirage. The food tastes great the service is awesome the atmosphere is nice and the Monday margarita deals are phenomenal! I will mention the Surprise location does not earn the same rating but the El Mirage location is the best Mexican around!,Service,Ambience,Value,
Expected to have a great experience based on reviews. The rotating food was either old or was the same. Try to order and was rudely told to wait then I was totally ignored by the waiting staff. So I went to RA. Was totally worth the extra few pennies and the service is amazing.,Service,,,
The food was good... we had a mix up on our food the manager came over and said he would fix it. He did and was super respectful.\n\nGood service and good food,Service,,,
Had a great meal here today. Cheese plate appetizer and Flat Iron Steak Salad. Very nice food. Great service.,Service,,,
Filthy dirty and not necessarily a homeless shelter...gross to eat there never go there at night! EVER!!!,,Ambience,,
Wow sooo yummy. Really it is go go now. The place is very clean and staff super gracious.,Service,Ambience,,
They no longer have the famous home made ice cream. Food quality has declined. Disappointing.,,,,
Absolutely loved dining here with my husband. The decor was incredibly inviting. The food was great and our waitress was even better! Will definitely be coming back when we are back in town!,Service,Ambience,,
First time ordering at lunch. Had delivered through PostMates luch was here quickly and hot! I had the one meat combo with brisket. Super tender and flavorful mac and cheese needed a little salt and the beans were amazing! I will order again.,,,,
I have been eating at the BD for about a year 4-5 times a week. Everything I have had is really good. I was especially impressed with the corned beef sandwich piled high like in NYC. I love the chicken salad sandwich meatball sandwich and hot sausage sandwich (although not spicy but still good). During the week at lunch time there is a line about 15 deep but you get your food pretty quick. Their bread is the best in PHX. Highly recommended.,Service,,,
Good taste customer service and price for all you can eat. Restaurant was packed. If I come back to Montreal I will go back to this restaurant.,Service,,Value,
Ambience nice service slowwwww and mediocre food. Menu features lots of Louisiana style dishes all of which lack the true flavor.,Service,Ambience,,
Ordered an iced sugar free decaf Cinnamon Dolce latte with Almond milk. Tasted like burnt sugar water no hint of cinnamon at all. Took a few drinks but it was so awful I threw it out. Got it on my way out but if I had stayed in the mall I would have returned it.,,,,
Their latte is to die for. I walked half an hour to have their latte two days in a row when I was in Toronto. Very smooth. Great coffee.,,,,
The food was great but after a couple of months they served us unfresh meat. I ordered chicken panang curry the meat was hard to chew and completely tasteless like the chicken was re-use or recycled. Never went there again.,,,,
Pretty cool place. We just randomly showed up looking for a late lunch. Pretty easy. You pick what you like fill it out on the bag turn it in and they make it. That easy. They have Come product which is always a plus for me. They had a great selection of sandwiches which made it hard to choose which one. I would definitely come back and try another. Very very friendly staff!,Service,Ambience,,
Let down. I have gone to this location before and it was good. Not this time. I ordered 2 medium Italian subs both about $10.00 a piece. When we went to eat them they only had 4 slices each of ham and salami. Will not be returning again sorry.,,,Value,
Stopped in for a quick pop and to see a friend who was there waiting for us. Beers came in big glasses and were comped over to us because we were playing video poker on the bar machines. How cool is that? Two free beers to lose $25 in the machines while drinking but we had a good time talking and getting caught up in a nice air-conditioned place with great service.,,Ambience,Value,
Simply loved this place. We ordered chicken tikka paneer tikka bhalla chat and almond milk.\nThe place was not crowded decor is simple. Food was delicious will definitely go back. \n\nOur only feedback to extend on weekends till 11-12 at night for late bites.,,Ambience,,
Oh boy this place is Great!!! We have had all of their tacos and their Carne Asada burrito. All have been awesome. Do be warned this place is busy! The line can be intimidating but they move through pretty quickly. Absolutely a must if you love tacos and burritos.,Service,,,
Love these Indian Rotis.The curry is delicious we have mostly called them for delivery and the food is always hot. The only word of caution is that they are very spicy mild/medium is going to be enough unless you like exceptionally spicy food. Try it!,,,,
If you love Tacos then visit this place for great mexcain food and at a fair price Pinatas not included,,,Value,
Good vietnamese sub. Spicy without being overwhelming. Fresh bread lightly toasted. Beef was juicy and tender. Reasonably priced at under $8,,,Value,
This was our favorite yogurt and super convenient- now the Scottsdale/Shea location is closed by the landlord and took over the premises due to financial reasons. Too bad...,,,,
"My zinfandel was very nice but be warned the food portions are really small. When I complained about paying $12 for a shallow cup of (not very meaty) bison chili my waiter said ""Oh yes it\'s all small plates tapas style."" I pointed out that the menu says ""plates"" not ""small plates"" he was just like ""it\'s small plates."" Okay thanks. Also the tiny pork taco ($5) came with a strange sauce that tastes like pimento cheese dip.",,,Value,
Loved the place staff was very friendly and informative food was great (a bit pricey) all in all a great experence!!!,,,Value,
"The entree was pretty good.. filet was cooked perfect.. the chicken was a little over cooked.. and the sushi was just ""ok."" The ""experience"" wasn\'t quite as fun as Wasabi- the chefs there are a little more entertaining. I will come back again but am hoping next time it\'s a little more fun.",,,,
Great pizza hands down awesome crust and toppings. We had the Forager and the balance between mushrooms meatiness and spinach earthiness was spot on. Good service and modest price makes this is a winner choice. Arugula and delicate squash salad was very unique and not too sweet in spite of the cranberry pur\xc3\xa9e and citrus dressing. Give it a try if you are in the mood to try something different.,,,,
Best Starbucks in my experience \nQuick service positive attitude and good coffee great muffins :),Service,,,
best sushi in the east valley. quality rolls rolls are a really good size. the nigiri is thick not skimpy.,,,,
Visited for lunch my second time today and both times everything including service has been outstanding. First time: red pork curry; today green chicken curry. SO delicious nice and hot and perfect portions too. Thai On Demand is a definite go-to for great quality great food and again service too. See you again soon (and next time to try the pork belly fried rice the nice people sitting next to me convinced me to enjoy...).,Service,,Value,
Their Pho has the best meatballs and the serving size is perfect!,,,Value,
Coffee is fresh - asked for espresso grind and received something so coarse that would be great for French press.Quite disappointing.,Service,,,
"Great yogurt and great service. We came down from EMR after learning that our local yogurt shop closed down. Anyway it\'s unfortunate that some have left terrible reviews about this place. All these self proclaimed ""foodies"" nitpick at every little detail. Makes me sick. If you don\'t like something don\'t come back. Simple.",Service,,,
"Great food. Great prices and friendly services. I try pho and my friend have "" bo luc lac"". It\'s really good too. Definitely come back.",Service,,,
"Q Haute is beautiful restaurant in a great location. They try WAY to hard to make the presentation interesting which ends up compromising their serving size as well as the food quality in some cases. Their interesting items were ""out there"". If you\'re looking for a nice meal without all the awkward showcasing and snobbery then this is not the place for you. Excellent service though---wish the chefs didn\'t try so hard to be so unique.",Service,,Value,Location
My husband and I went here last night and he had the endless shrimpand I had the platter of lobster tail salmon wild rice shrimp & Brussels sprouts. The Brussels sprouts were cooked too hard and burnt. The bread took forever to come out however my server had great customer service. I might not go back for awhile.,Service,,,
Amazing service super nice! Jasmine and mark made my experience amazing and I will def be back to this location !,Service,,,
Orange chicken was not great. Pork fried rice was dry. Only thing good was the egg roll. Not nearly on par with the original on 7th street. Would not recommend.,,,,
This place is delicious. We found it on accident a year ago while in Vegas and remembered to eat here again. Portions are big prices are small and food is super yummy. The owner is so sweet. Lots of regulars in and out showing how good it truly is. Thank you!,Service,,Value,
Really like this place. The broth was quite flavourful and he decor is quite peaceful and quiet. Service is quiet fast as well so you can grab a quick bite really fast. Would come back again,,Ambience,,
Your pizza is crap your people are crap your menu is crap. You take up space on skip the dishes. Its not a free second pizza. Go away. You are a waste of internet bandwidth. I have never seen a worse pizza than this. Your pizzas look like the kind I made when I was 8 years old with play dough.,,,,
Avocado and macha boba tea taste so weird. The worst boba tea in the world I have tried,,,,
Server knowledge poor. We asked questions and received incorrect answers leading to ordering items we would not have ordered. Also the spinach with garlic was horrible. Crab cakes would not eat again. The best item we were served was mashed potatoes. We added more butter from bread loaf and pepper and they were pretty decent. For almost a 100 dinner highly disappointed and will not return.,Service,,,
Really enjoy this great neighbourhood restaurant. My girlfriend and I have been here 4 times over the last couple of months. The service is fast food is tasty and the prices are great.,Service,,Value,
At another recent trip to Humble Pie after work with friends I was introduced to a slightly off-menu item that has to be tried to be appreciated. Order the Garlic & Potato pizza and then ask them to include Pancetta as a topping. The combination of all of the flavors really works together: the bacon-y goodness of the pancetta the herbal notes from the rosemary-seasoned potatoes the rich roasted garlic and pungent Gorgonzola. A new favorite!,,,,
Great place to eat! Wonderful vegetarian vegan and gulten free options. In fact they have a separate menu for all gulten free folks. Lots of options a must place to visit!,,,Value,
Beautiful place with warm home atmosphere. The food just to die for everything is fresh and delicious.,,Ambience,,
The food is pretty good but there are no limes for the tacos. The burritos i find to be too salty. I would give more stars but the customer service is awful.,Service,,,
Fresh ingredients and Mexican food together? Best thing ever. Great service and an awesome menu!! I highly recommend the nacho steak!! Enough to feed a family!! Great price and great food!! I am so coming back!,Service,,Value,
Great salad and Forno fire pizza. Casual and straight forward. Good prices for mid centre of Montreal,,,Value,
This store is one of my preferred places to do grocery. A really nice selection of fresh good quality fruits and vegetables  some of them from either Europe or South America. The store presents a variety of fresh seafood lambpork and beef  so tasty. The service is excellent and stuff very helpful. The chocolate and candies section makes you feel you are in a trip to Europe. I recommend this store to all my friends.,,,,
I am between 3 and 4 stars-service and ambience are a 4 or even a 5. Carrot cake pancakes breakfast flatbread and apple french toast are all 4 (would be a 5 if a but more generous portions). Skillets need some work-dry toast and dry potatoes. Keilbasa was awesome but chicken apple sausage was dry enough to be inedible (and certainly not anything resembling sausage)! Add some hollendaise sauce and those skillets are punched up to a 4 or even a 5. Clean and lovely xmas decor!,Service,Ambience,,
Nice for lunch and dinner and fast enough for a work lunch. \n\nI got the Heirloom Tomato & Wood Roasted Corn salad with salmon added; delicious! The spiced watermelon and pickled radish in the salad are so good - never had watermelon or radish that way. \n\nService was quick and we sat at a hightop near the open terrace. \n\nThey serve yaka mein which I saw on Anthony Bourdain or Andrew Zimmern (I forget) once which I am definitely going to try soon.,,Ambience,,
Horrible!! I do not really care about the quality of the food since the service here was so bad that I will never go here again. The people were very rude. If negative star was an option I would certainly have opted for that.,Service,,,
They delivered fast food was fresh hot delicious we had house fried rice and sesame seed chicken egg drop wonton soup it was totally awesome..The best in town,,,,
The better Gen.\nOur server was named rufio.\nPretty good food man.\nNo long lines.\nService quick.\nAnd friendly.\nGo for it.,Service,Ambience,,
I have only been here once and opted for the Strawberry Gorgonzola salad. It was really yummy. I went on a weekday for lunch with a coworker who got the pizza lunch special with pepperoni which he enjoyed. Our server was attentive. I have since been told they have a GF pizza crust so on a future visit would like to try it. They have a humongous wine rack on the main wall when you walk in. Overall the visit was pretty good.,Service,,,
Great location have been there 8 times this month...seriously!!! I updated my previous review because i have gone to other locations. This one id by far the best!!!,,,,Location
"Love that all the good places from China Town are opening up in the SW. Food was great and the service was as well. Max was our ""server"" idk what you\'d call um lol. The decor inside is really nice. Went for lunch so was a little disappointed I couldn\'t get the kalbi as its only a dinner item.",Service,Ambience,,
